season;weekday;day;month;year;home_team;away_team;home_elo;away_elo;home_goals;away_goals;home_odds;draw_odds;away_odds;attendance
2018/2019;Sat;9;3;2019;Istra 1961;HNK Gorica;1260;1338;0;3;0.35353535353535354;0.31313131313131315;0.3333333333333333;892
2018/2019;Sat;9;3;2019;Slaven Belupo;Hajduk;1345;1498;1;2;0.2727272727272727;0.2828282828282828;0.4444444444444444;2483
2018/2019;Sun;10;3;2019;Osijek;Lok Zagreb;1476;1452;1;1;0.47;0.29;0.24;2098
2018/2019;Sun;10;3;2019;Dinamo Zagreb;Rijeka;1677;1550;3;1;0.59;0.25;0.16;6186
2018/2019;Fri;15;3;2019;Inter Zapresic;Istra 1961;1273;1238;3;1;0.49;0.28;0.23;360
2018/2019;Sat;16;3;2019;Hajduk;Rudes Zagreb;1496;1220;3;0;0.79;0.14;0.07;11239
2018/2019;Sat;16;3;2019;Lok Zagreb;Slaven Belupo;1446;1331;3;1;0.5742574257425742;0.25742574257425743;0.16831683168316833;430
2018/2019;Sun;17;3;2019;HNK Gorica;Dinamo Zagreb;1343;1657;1;2;0.13;0.22;0.65;4257
2018/2019;Sun;17;3;2019;Rijeka;Osijek;1536;1465;3;1;0.52;0.28;0.2;4347
2018/2019;Thu;28;3;2019;Slaven Belupo;Rudes Zagreb;1325;1218;2;1;0.57;0.26;0.17;633
2018/2019;Fri;29;3;2019;Osijek;HNK Gorica;1458;1340;2;2;0.59;0.25;0.16;1750
2018/2019;Fri;29;3;2019;Lok Zagreb;Rijeka;1452;1543;1;2;0.34;0.28;0.38;830
2018/2019;Sat;30;3;2019;Istra 1961;Hajduk;1230;1499;0;2;0.17;0.25;0.58;2414
2018/2019;Sat;30;3;2019;Dinamo Zagreb;Inter Zapresic;1660;1281;1;0;0.86;0.1;0.04;3612
2018/2019;Tue;2;4;2019;HNK Gorica;Lok Zagreb;1345;1444;0;2;0.33;0.28;0.39;1194
2018/2019;Tue;2;4;2019;Rijeka;Slaven Belupo;1550;1329;2;0;0.72;0.19;0.09;3851
2018/2019;Wed;3;4;2019;Inter Zapresic;Osijek;1280;1453;1;3;0.26;0.26;0.48;250
2018/2019;Wed;3;4;2019;Hajduk;Dinamo Zagreb;1504;1661;0;1;0.27;0.28;0.45;26664
2018/2019;Thu;4;4;2019;Rudes Zagreb;Istra 1961;1214;1225;1;0;0.4158415841584158;0.297029702970297;0.2871287128712871;134
2018/2019;Sat;6;4;2019;Inter Zapresic;Lok Zagreb;1272;1455;3;2;0.25252525252525254;0.25252525252525254;0.494949494949495;151
2018/2019;Sat;6;4;2019;HNK Gorica;Rijeka;1335;1554;1;0;0.19801980198019803;0.25742574257425743;0.5445544554455446;1677
2018/2019;Sun;7;4;2019;Rudes Zagreb;Dinamo Zagreb;1220;1667;0;2;0.06;0.14;0.8;525
2018/2019;Sun;7;4;2019;Hajduk;Osijek;1498;1461;0;0;0.49;0.28;0.23;7862
2018/2019;Mon;8;4;2019;Slaven Belupo;Istra 1961;1326;1218;3;3;0.55;0.27;0.18;525
2018/2019;Fri;12;4;2019;Osijek;Rudes Zagreb;1464;1218;2;0;0.75;0.17;0.08;791
2018/2019;Sat;13;4;2019;Rijeka;Inter Zapresic;1542;1283;7;0;0.7722772277227723;0.1485148514851485;0.07920792079207921;4227
2018/2019;Sat;13;4;2019;Istra 1961;Dinamo Zagreb;1223;1669;0;4;0.07;0.15;0.78;2141
2018/2019;Sun;14;4;2019;HNK Gorica;Slaven Belupo;1347;1321;4;3;0.47;0.3;0.23;989
2018/2019;Sun;14;4;2019;Lok Zagreb;Hajduk;1444;1495;0;1;0.37623762376237624;0.3069306930693069;0.31683168316831684;2410
2018/2019;Fri;19;4;2019;Istra 1961;Osijek;1220;1466;1;0;0.18;0.26;0.56;763
2018/2019;Fri;19;4;2019;Slaven Belupo;Dinamo Zagreb;1316;1671;0;1;0.1;0.2;0.7;1882
2018/2019;Sat;20;4;2019;Rudes Zagreb;Lok Zagreb;1216;1435;1;2;0.2;0.25;0.55;100
2018/2019;Sat;20;4;2019;Inter Zapresic;HNK Gorica;1279;1353;2;2;0.37;0.29;0.34;1224
2018/2019;Sat;20;4;2019;Hajduk;Rijeka;1503;1546;4;0;0.39;0.3;0.31;14752
2018/2019;Fri;26;4;2019;Lok Zagreb;Istra 1961;1440;1233;1;1;0.71;0.19;0.1;480
2018/2019;Sat;27;4;2019;HNK Gorica;Hajduk;1352;1518;3;0;0.26;0.27;0.47;3977
2018/2019;Sat;27;4;2019;Osijek;Dinamo Zagreb;1454;1674;2;1;0.19801980198019803;0.27722772277227725;0.5247524752475248;3310
2018/2019;Sun;28;4;2019;Inter Zapresic;Slaven Belupo;1279;1313;1;3;0.41;0.28;0.31;263
2018/2019;Sun;28;4;2019;Rijeka;Rudes Zagreb;1532;1211;3;1;0.82;0.12;0.06;2846
2018/2019;Fri;3;5;2019;Rudes Zagreb;HNK Gorica;1210;1371;1;1;0.27;0.26;0.47;169
2018/2019;Sat;4;5;2019;Hajduk;Inter Zapresic;1500;1266;3;2;0.7524752475247525;0.16831683168316833;0.07920792079207921;5236
2018/2019;Sat;4;5;2019;Istra 1961;Rijeka;1239;1533;0;7;0.15;0.22;0.63;1741
2018/2019;Sun;5;5;2019;Slaven Belupo;Osijek;1326;1466;1;0;0.2871287128712871;0.2871287128712871;0.42574257425742573;488
2018/2019;Sun;5;5;2019;Dinamo Zagreb;Lok Zagreb;1662;1433;3;0;0.72;0.2;0.08;1087
2018/2019;Thu;9;5;2019;Inter Zapresic;Rudes Zagreb;1264;1212;0;3;0.5353535353535354;0.25252525252525254;0.21212121212121213;116
2018/2019;Fri;10;5;2019;HNK Gorica;Istra 1961;1368;1231;4;1;0.6161616161616161;0.23232323232323232;0.15151515151515152;954
2018/2019;Fri;10;5;2019;Hajduk;Slaven Belupo;1502;1336;2;0;0.65;0.22;0.13;6904
2018/2019;Sat;11;5;2019;Lok Zagreb;Osijek;1429;1456;0;4;0.40404040404040403;0.30303030303030304;0.29292929292929293;530
2018/2019;Sat;11;5;2019;Rijeka;Dinamo Zagreb;1542;1665;0;0;0.3;0.29;0.41;5543
2018/2019;Tue;14;5;2019;Istra 1961;Inter Zapresic;1225;1245;0;1;0.42;0.29;0.29;488
2018/2019;Tue;14;5;2019;Rudes Zagreb;Hajduk;1231;1506;1;4;0.17;0.23;0.6;738
2018/2019;Wed;15;5;2019;Slaven Belupo;Lok Zagreb;1332;1411;1;1;0.36;0.3;0.34;315
2018/2019;Wed;15;5;2019;Dinamo Zagreb;HNK Gorica;1664;1374;3;1;0.7878787878787878;0.1414141414141414;0.0707070707070707;610
2018/2019;Wed;15;5;2019;Osijek;Rijeka;1474;1543;2;1;0.36;0.3;0.34;2032
2018/2019;Sat;18;5;2019;Inter Zapresic;Dinamo Zagreb;1254;1666;2;3;0.08;0.15;0.77;1688
2018/2019;Sat;18;5;2019;Rijeka;Lok Zagreb;1535;1411;1;0;0.61;0.23;0.16;3068
2018/2019;Sun;19;5;2019;Hajduk;Istra 1961;1512;1216;4;1;0.7920792079207921;0.13861386138613863;0.06930693069306931;0
2018/2019;Sun;19;5;2019;HNK Gorica;Osijek;1372;1482;1;0;0.32;0.28;0.4;1693
2018/2019;Mon;20;5;2019;Rudes Zagreb;Slaven Belupo;1226;1332;0;1;0.33;0.27;0.4;83
2018/2019;Fri;24;5;2019;Istra 1961;Rudes Zagreb;1214;1218;2;0;0.43;0.29;0.28;392
2018/2019;Sat;25;5;2019;Slaven Belupo;Rijeka;1339;1539;1;1;0.23;0.26;0.51;872
2018/2019;Sun;26;5;2019;Osijek;Inter Zapresic;1473;1253;3;1;0.7474747474747475;0.1717171717171717;0.08080808080808081;2820
2018/2019;Sun;26;5;2019;Lok Zagreb;HNK Gorica;1407;1381;2;3;0.49;0.28;0.23;380
2018/2019;Sun;26;5;2019;Dinamo Zagreb;Hajduk;1668;1514;3;1;0.6262626262626263;0.23232323232323232;0.1414141414141414;15433
2019/2020;Fri;19;7;2019;Osijek;Slaven Belupo;1466;1332;2;0;0.6;0.24;0.16;2251
2019/2020;Fri;19;7;2019;Dinamo Zagreb;Lok Zagreb;1661;1385;3;0;0.77;0.15;0.08;3132
2019/2020;Sat;20;7;2019;HNK Gorica;Inter Zapresic;1381;1239;1;1;0.6435643564356436;0.2079207920792079;0.1485148514851485;1647
2019/2020;Sat;20;7;2019;Rijeka;Varazdin;1524;1220;2;1;0.81;0.13;0.06;4675
2019/2020;Sun;21;7;2019;Hajduk;Istra 1961;1479;1212;2;0;0.77;0.15;0.08;8284
2019/2020;Fri;26;7;2019;Inter Zapresic;Istra 1961;1242;1207;0;2;0.5;0.27;0.23;400
2019/2020;Sat;27;7;2019;Lok Zagreb;Rijeka;1380;1523;0;1;0.2828282828282828;0.2727272727272727;0.4444444444444444;829
2019/2020;Sat;27;7;2019;Slaven Belupo;Dinamo Zagreb;1324;1662;0;3;0.12;0.21;0.67;2517
2019/2020;Sun;28;7;2019;Varazdin;Hajduk;1216;1479;0;3;0.18;0.24;0.58;5132
2019/2020;Sun;28;7;2019;HNK Gorica;Osijek;1373;1462;3;1;0.34;0.28;0.38;1280
2019/2020;Fri;2;8;2019;Dinamo Zagreb;HNK Gorica;1671;1388;3;1;0.7722772277227723;0.1485148514851485;0.07920792079207921;2676
2019/2020;Sat;3;8;2019;Istra 1961;Varazdin;1226;1214;3;1;0.46;0.3;0.24;1922
2019/2020;Sat;3;8;2019;Rijeka;Slaven Belupo;1533;1323;3;1;0.71;0.19;0.1;4289
2019/2020;Sun;4;8;2019;Osijek;Inter Zapresic;1460;1230;3;1;0.7425742574257426;0.1782178217821782;0.07920792079207921;1855
2019/2020;Sun;4;8;2019;Hajduk;Lok Zagreb;1489;1377;3;0;0.59;0.24;0.17;15156
2019/2020;Fri;9;8;2019;Osijek;Dinamo Zagreb;1463;1669;0;0;0.22;0.28;0.5;5127
2019/2020;Sat;10;8;2019;Inter Zapresic;Varazdin;1228;1206;2;2;0.49;0.27;0.24;484
2019/2020;Sat;10;8;2019;Lok Zagreb;Istra 1961;1371;1235;4;1;0.6161616161616161;0.23232323232323232;0.15151515151515152;522
2019/2020;Sun;11;8;2019;Slaven Belupo;Hajduk;1321;1496;2;1;0.26;0.27;0.47;2879
2019/2020;Sun;11;8;2019;HNK Gorica;Rijeka;1387;1543;2;0;0.2727272727272727;0.26262626262626265;0.46464646464646464;2893
2019/2020;Fri;16;8;2019;Inter Zapresic;Dinamo Zagreb;1234;1687;1;2;0.06060606060606061;0.12121212121212122;0.8181818181818182;2686
2019/2020;Sat;17;8;2019;Istra 1961;Slaven Belupo;1238;1341;2;3;0.33;0.28;0.39;2027
2019/2020;Sat;17;8;2019;Varazdin;Lok Zagreb;1218;1386;1;1;0.27;0.26;0.47;2231
2019/2020;Sun;18;8;2019;Hajduk;HNK Gorica;1494;1410;3;0;0.55;0.26;0.19;14054
2019/2020;Sun;18;8;2019;Rijeka;Osijek;1542;1476;1;1;0.53;0.28;0.19;4832
2019/2020;Sat;24;8;2019;Slaven Belupo;Varazdin;1349;1221;1;1;0.61;0.24;0.15;1682
2019/2020;Sat;25;8;2019;Inter Zapresic;Lok Zagreb;1234;1385;0;0;0.28;0.26;0.46;280
2019/2020;Sun;25;8;2019;HNK Gorica;Istra 1961;1404;1232;1;1;0.68;0.19;0.13;2431
2019/2020;Sun;25;8;2019;Osijek;Hajduk;1481;1503;1;0;0.40594059405940597;0.3069306930693069;0.2871287128712871;7354
2019/2020;Fri;30;8;2019;Lok Zagreb;Slaven Belupo;1380;1341;6;1;0.49;0.28;0.23;732
2019/2020;Sat;31;8;2019;Istra 1961;Osijek;1235;1485;0;0;0.18181818181818182;0.25252525252525254;0.5656565656565656;1956
2019/2020;Sat;31;8;2019;Hajduk;Dinamo Zagreb;1494;1693;1;0;0.24;0.27;0.49;29359
2019/2020;Sun;1;9;2019;Varazdin;HNK Gorica;1224;1396;1;3;0.27;0.26;0.47;1854
2019/2020;Sun;1;9;2019;Rijeka;Inter Zapresic;1528;1234;1;1;0.82;0.12;0.06;3529
2019/2020;Fri;13;9;2019;Dinamo Zagreb;Istra 1961;1682;1240;1;0;0.88;0.09;0.03;2700
2019/2020;Sat;14;9;2019;Inter Zapresic;Slaven Belupo;1242;1329;3;1;0.36;0.28;0.36;451
2019/2020;Sat;14;9;2019;HNK Gorica;Lok Zagreb;1403;1392;0;0;0.48;0.28;0.24;2239
2019/2020;Sun;15;9;2019;Osijek;Varazdin;1481;1216;2;2;0.76;0.16;0.08;2521
2019/2020;Sun;15;9;2019;Rijeka;Hajduk;1521;1505;1;1;0.48;0.29;0.23;7108
2019/2020;Fri;20;9;2019;Lok Zagreb;Osijek;1402;1481;2;1;0.36;0.31;0.33;961
2019/2020;Sat;21;9;2019;Slaven Belupo;HNK Gorica;1326;1409;2;0;0.37;0.29;0.34;756
2019/2020;Sat;21;9;2019;Varazdin;Dinamo Zagreb;1232;1705;1;0;0.06;0.12;0.82;4922
2019/2020;Sun;22;9;2019;Hajduk;Inter Zapresic;1516;1261;3;1;0.78;0.14;0.08;13175
2019/2020;Sun;22;9;2019;Istra 1961;Rijeka;1247;1526;0;3;0.17;0.24;0.59;2797
2019/2020;Fri;27;9;2019;Lok Zagreb;Dinamo Zagreb;1411;1689;0;4;0.17;0.25;0.58;2983
2019/2020;Sat;28;9;2019;Varazdin;Rijeka;1248;1532;0;2;0.16161616161616163;0.23232323232323232;0.6060606060606061;1946
2019/2020;Sat;28;9;2019;Slaven Belupo;Osijek;1337;1473;0;4;0.3;0.29;0.41;703
2019/2020;Sun;29;9;2019;Inter Zapresic;HNK Gorica;1259;1397;0;2;0.297029702970297;0.26732673267326734;0.43564356435643564;553
2019/2020;Sun;29;9;2019;Istra 1961;Hajduk;1241;1518;1;1;0.17;0.24;0.59;4569
2019/2020;Fri;4;10;2019;Istra 1961;Inter Zapresic;1246;1249;2;2;0.44;0.29;0.27;1555
2019/2020;Sat;5;10;2019;Hajduk;Varazdin;1512;1243;2;0;0.7722772277227723;0.1485148514851485;0.07920792079207921;7945
2019/2020;Sat;5;10;2019;Osijek;HNK Gorica;1485;1405;2;1;0.53;0.28;0.19;2212
2019/2020;Sat;5;10;2019;Dinamo Zagreb;Slaven Belupo;1694;1323;1;0;0.85;0.11;0.04;1511
2019/2020;Sun;6;10;2019;Rijeka;Lok Zagreb;1536;1403;1;1;0.62;0.23;0.15;4835
2019/2020;Fri;18;10;2019;HNK Gorica;Dinamo Zagreb;1401;1695;2;4;0.15151515151515152;0.23232323232323232;0.6161616161616161;4003
2019/2020;Sat;19;10;2019;Varazdin;Istra 1961;1240;1244;1;0;0.43434343434343436;0.30303030303030304;0.26262626262626265;1360
2019/2020;Sat;19;10;2019;Slaven Belupo;Rijeka;1322;1531;1;2;0.22;0.26;0.52;1258
2019/2020;Sun;20;10;2019;Inter Zapresic;Osijek;1251;1490;3;3;0.19;0.24;0.57;662
2019/2020;Sun;20;10;2019;Lok Zagreb;Hajduk;1408;1514;0;0;0.33;0.28;0.39;4120
2019/2020;Fri;25;10;2019;Varazdin;Inter Zapresic;1249;1258;0;1;0.43;0.28;0.29;1473
2019/2020;Sat;26;10;2019;Hajduk;Slaven Belupo;1516;1320;2;0;0.7;0.19;0.11;9045
2019/2020;Sat;26;10;2019;Rijeka;HNK Gorica;1537;1399;1;2;0.62;0.23;0.15;4117
2019/2020;Sun;27;10;2019;Istra 1961;Lok Zagreb;1240;1411;0;2;0.26;0.27;0.47;1420
2019/2020;Sun;27;10;2019;Dinamo Zagreb;Osijek;1706;1487;1;0;0.71;0.2;0.09;7029
2019/2020;Sat;2;11;2019;Dinamo Zagreb;Inter Zapresic;1708;1267;1;0;0.89;0.08;0.03;2404
2019/2020;Sat;2;11;2019;HNK Gorica;Hajduk;1412;1519;2;1;0.33;0.28;0.39;3753
2019/2020;Sun;3;11;2019;Slaven Belupo;Istra 1961;1316;1232;0;0;0.54;0.27;0.19;867
2019/2020;Sun;3;11;2019;Osijek;Rijeka;1485;1524;3;2;0.4;0.3;0.3;3550
2019/2020;Mon;4;11;2019;Lok Zagreb;Varazdin;1419;1239;2;1;0.69;0.19;0.12;330
2019/2020;Fri;8;11;2019;Istra 1961;HNK Gorica;1236;1420;2;2;0.25;0.27;0.48;699
2019/2020;Sat;9;11;2019;Varazdin;Slaven Belupo;1236;1312;0;0;0.37;0.3;0.33;1112
2019/2020;Sat;9;11;2019;Lok Zagreb;Inter Zapresic;1422;1266;3;1;0.6666666666666666;0.20202020202020202;0.13131313131313133;440
2019/2020;Sun;10;11;2019;Hajduk;Osijek;1510;1492;3;2;0.47;0.3;0.23;7805
2019/2020;Sun;10;11;2019;Rijeka;Dinamo Zagreb;1517;1708;0;5;0.24752475247524752;0.27722772277227725;0.4752475247524752;5517
2019/2020;Fri;22;11;2019;Dinamo Zagreb;Hajduk;1719;1516;1;1;0.71;0.19;0.1;15757
2019/2020;Sat;23;11;2019;HNK Gorica;Varazdin;1417;1236;1;0;0.69;0.19;0.12;1272
2019/2020;Sat;23;11;2019;Slaven Belupo;Lok Zagreb;1312;1426;1;0;0.31683168316831684;0.2871287128712871;0.39603960396039606;754
2019/2020;Sun;24;11;2019;Osijek;Istra 1961;1486;1239;1;0;0.7474747474747475;0.1717171717171717;0.08080808080808081;2455
2019/2020;Sun;24;11;2019;Inter Zapresic;Rijeka;1262;1505;1;4;0.19;0.23;0.58;820
2019/2020;Fri;29;11;2019;Slaven Belupo;Inter Zapresic;1316;1251;3;0;0.54;0.26;0.2;783
2019/2020;Fri;29;11;2019;Lok Zagreb;HNK Gorica;1412;1416;4;0;0.44;0.29;0.27;583
2019/2020;Sat;30;11;2019;Varazdin;Osijek;1229;1484;1;2;0.18181818181818182;0.25252525252525254;0.5656565656565656;1270
2019/2020;Sat;30;11;2019;Istra 1961;Dinamo Zagreb;1233;1700;1;1;0.06;0.14;0.8;2462
2019/2020;Sun;1;12;2019;Hajduk;Rijeka;1518;1508;0;4;0.47;0.3;0.23;13605
2019/2020;Fri;6;12;2019;Dinamo Zagreb;Varazdin;1692;1225;1;0;0.8811881188118812;0.0891089108910891;0.0297029702970297;1471
2019/2020;Sat;7;12;2019;HNK Gorica;Slaven Belupo;1403;1324;2;0;0.55;0.26;0.19;793
2019/2020;Sat;7;12;2019;Inter Zapresic;Hajduk;1243;1497;1;1;0.18;0.23;0.59;1620
2019/2020;Sun;8;12;2019;Rijeka;Istra 1961;1528;1241;2;0;0.7920792079207921;0.13861386138613863;0.06930693069306931;4045
2019/2020;Sun;8;12;2019;Osijek;Lok Zagreb;1488;1425;4;0;0.53;0.27;0.2;1533
2019/2020;Fri;13;12;2019;HNK Gorica;Inter Zapresic;1407;1245;1;1;0.6831683168316832;0.18811881188118812;0.12871287128712872;689
2019/2020;Sat;14;12;2019;Rijeka;Varazdin;1528;1222;3;1;0.81;0.13;0.06;3865
2019/2020;Sat;14;12;2019;Dinamo Zagreb;Lok Zagreb;1684;1412;1;0;0.77;0.15;0.08;1935
2019/2020;Sun;15;12;2019;Hajduk;Istra 1961;1490;1236;2;1;0.7425742574257426;0.16831683168316833;0.0891089108910891;6262
2019/2020;Sun;15;12;2019;Osijek;Slaven Belupo;1495;1315;3;2;0.68;0.2;0.12;2058
2019/2020;Wed;18;12;2019;Dinamo Zagreb;Rijeka;1686;1530;3;0;0.65;0.22;0.13;3968
2019/2020;Fri;31;1;2020;Inter Zapresic;Istra 1961;1251;1234;2;0;0.48;0.29;0.23;906
2019/2020;Sat;1;2;2020;Slaven Belupo;Dinamo Zagreb;1313;1691;0;2;0.1;0.19;0.71;2323
2019/2020;Sat;1;2;2020;Lok Zagreb;Rijeka;1411;1525;2;1;0.32;0.28;0.4;863
2019/2020;Sun;2;2;2020;Varazdin;Hajduk;1220;1492;0;3;0.18;0.24;0.58;5043
2019/2020;Sun;2;2;2020;HNK Gorica;Osijek;1401;1497;0;0;0.35;0.28;0.37;1817
2019/2020;Fri;7;2;2020;Istra 1961;Varazdin;1226;1214;1;0;0.46;0.31;0.23;625
2019/2020;Sat;8;2;2020;Osijek;Inter Zapresic;1497;1259;1;1;0.76;0.16;0.08;2120
2019/2020;Sat;8;2;2020;Hajduk;Lok Zagreb;1498;1420;1;0;0.5454545454545454;0.26262626262626265;0.1919191919191919;11870
2019/2020;Sun;9;2;2020;Rijeka;Slaven Belupo;1515;1310;1;0;0.72;0.18;0.1;3532
2019/2020;Sun;9;2;2020;Dinamo Zagreb;HNK Gorica;1694;1401;2;0;0.79;0.14;0.07;2415
2019/2020;Fri;14;2;2020;Lok Zagreb;Istra 1961;1415;1232;2;0;0.6831683168316832;0.19801980198019803;0.1188118811881188;320
2019/2020;Sat;15;2;2020;Inter Zapresic;Varazdin;1266;1208;1;2;0.54;0.26;0.2;2045
2019/2020;Sat;15;2;2020;Slaven Belupo;Hajduk;1308;1502;2;1;0.25;0.27;0.48;2912
2019/2020;Sun;16;2;2020;HNK Gorica;Rijeka;1399;1518;0;0;0.32;0.28;0.4;2137
2019/2020;Sun;16;2;2020;Osijek;Dinamo Zagreb;1489;1696;1;0;0.23;0.28;0.49;6450
2019/2020;Fri;21;2;2020;Varazdin;Lok Zagreb;1220;1419;0;2;0.24;0.27;0.49;1787
2019/2020;Sat;22;2;2020;Hajduk;HNK Gorica;1491;1400;6;0;0.56;0.26;0.18;8487
2019/2020;Sat;22;2;2020;Rijeka;Osijek;1517;1501;1;0;0.47;0.3;0.23;5204
2019/2020;Sun;23;2;2020;Istra 1961;Slaven Belupo;1228;1319;1;1;0.36;0.31;0.33;830
2019/2020;Sun;23;2;2020;Dinamo Zagreb;Inter Zapresic;1685;1255;3;2;0.89;0.08;0.03;2378
2019/2020;Thu;27;2;2020;Inter Zapresic;Lok Zagreb;1254;1426;0;2;0.27;0.25;0.48;669
2019/2020;Fri;28;2;2020;Slaven Belupo;Varazdin;1318;1213;0;0;0.57;0.26;0.17;873
2019/2020;Fri;28;2;2020;HNK Gorica;Istra 1961;1390;1229;3;0;0.66;0.21;0.13;791
2019/2020;Sat;29;2;2020;Osijek;Hajduk;1495;1501;0;0;0.44;0.3;0.26;6593
2019/2020;Sat;29;2;2020;Dinamo Zagreb;Rijeka;1685;1522;4;0;0.66;0.21;0.13;5497
2019/2020;Tue;3;3;2020;Rijeka;Inter Zapresic;1517;1246;4;1;0.8;0.13;0.07;3376
2019/2020;Tue;3;3;2020;Lok Zagreb;Slaven Belupo;1434;1314;3;0;0.6;0.24;0.16;706
2019/2020;Wed;4;3;2020;Varazdin;HNK Gorica;1217;1395;2;2;0.26;0.27;0.47;1411
2019/2020;Wed;4;3;2020;Hajduk;Dinamo Zagreb;1503;1691;0;2;0.25;0.28;0.47;22436
2019/2020;Wed;4;3;2020;Istra 1961;Osijek;1229;1495;1;0;0.1539179104477612;0.248134328358209;0.6007462686567164;603
2019/2020;Sat;7;3;2020;Inter Zapresic;Slaven Belupo;1243;1307;0;2;0.38;0.29;0.33;136
2019/2020;Sat;7;3;2020;Osijek;Varazdin;1493;1220;2;0;0.7623762376237624;0.15841584158415842;0.07920792079207921;1715
2019/2020;Sun;8;3;2020;Dinamo Zagreb;Istra 1961;1699;1224;2;0;0.8811881188118812;0.0891089108910891;0.0297029702970297;2474
2019/2020;Sun;8;3;2020;Rijeka;Hajduk;1519;1496;2;0;0.48;0.29;0.23;7326
2019/2020;Mon;9;3;2020;HNK Gorica;Lok Zagreb;1393;1440;1;3;0.4;0.3;0.3;1357
2019/2020;Fri;5;6;2020;Hajduk;Inter Zapresic;1488;1231;2;1;0.78;0.14;0.08;0
2019/2020;Sat;6;6;2020;Slaven Belupo;HNK Gorica;1319;1380;0;0;0.37373737373737376;0.30303030303030304;0.32323232323232326;0
2019/2020;Sat;6;6;2020;Varazdin;Dinamo Zagreb;1218;1699;1;3;0.06;0.13;0.81;0
2019/2020;Sun;7;6;2020;Istra 1961;Rijeka;1223;1527;1;3;0.15;0.22;0.63;0
2019/2020;Sun;7;6;2020;Lok Zagreb;Osijek;1453;1496;0;1;0.4;0.31;0.29;0
2019/2020;Thu;11;6;2020;Inter Zapresic;HNK Gorica;1230;1381;0;3;0.29;0.26;0.45;0
2019/2020;Thu;11;6;2020;Istra 1961;Hajduk;1219;1489;0;1;0.18;0.25;0.57;0
2019/2020;Fri;12;6;2020;Varazdin;Rijeka;1216;1531;0;0;0.14;0.21;0.65;50
2019/2020;Fri;12;6;2020;Lok Zagreb;Dinamo Zagreb;1444;1701;1;0;0.18181818181818182;0.25252525252525254;0.5656565656565656;0
2019/2020;Sat;13;6;2020;Slaven Belupo;Osijek;1319;1505;0;0;0.25;0.28;0.47;0
2019/2020;Tue;16;6;2020;Istra 1961;Inter Zapresic;1215;1219;2;0;0.45;0.29;0.26;902
2019/2020;Tue;16;6;2020;Hajduk;Varazdin;1493;1222;2;3;0.7623762376237624;0.15841584158415842;0.07920792079207921;0
2019/2020;Tue;16;6;2020;Rijeka;Lok Zagreb;1525;1456;2;2;0.54;0.27;0.19;2584
2019/2020;Wed;17;6;2020;Osijek;HNK Gorica;1502;1391;2;1;0.58;0.25;0.17;1833
2019/2020;Wed;17;6;2020;Dinamo Zagreb;Slaven Belupo;1688;1322;3;2;0.84;0.12;0.04;1682
2019/2020;Sat;20;6;2020;Varazdin;Istra 1961;1238;1224;3;0;0.46;0.31;0.23;1922
2019/2020;Sat;20;6;2020;Inter Zapresic;Osijek;1211;1505;0;1;0.16;0.22;0.62;412
2019/2020;Sat;20;6;2020;HNK Gorica;Dinamo Zagreb;1387;1689;0;0;0.15;0.22;0.63;1705
2019/2020;Sun;21;6;2020;Slaven Belupo;Rijeka;1321;1521;1;0;0.24;0.27;0.49;753
2019/2020;Sun;21;6;2020;Lok Zagreb;Hajduk;1460;1477;3;2;0.42;0.3;0.28;1590
2019/2020;Thu;25;6;2020;Varazdin;Inter Zapresic;1248;1207;1;0;0.5050505050505051;0.2727272727272727;0.2222222222222222;2194
2019/2020;Thu;25;6;2020;Istra 1961;Lok Zagreb;1214;1467;1;1;0.19;0.25;0.56;665
2019/2020;Fri;26;6;2020;Hajduk;Slaven Belupo;1471;1332;2;1;0.62;0.23;0.15;4253
2019/2020;Fri;26;6;2020;Rijeka;HNK Gorica;1510;1393;1;2;0.6060606060606061;0.23232323232323232;0.16161616161616163;2071
2019/2020;Sat;27;6;2020;Dinamo Zagreb;Osijek;1684;1509;0;0;0.6666666666666666;0.21212121212121213;0.12121212121212122;1703
2019/2020;Tue;30;6;2020;Slaven Belupo;Istra 1961;1329;1218;3;0;0.57;0.26;0.17;502
2019/2020;Tue;30;6;2020;Lok Zagreb;Varazdin;1462;1253;2;0;0.72;0.19;0.09;683
2019/2020;Tue;30;6;2020;HNK Gorica;Hajduk;1406;1474;3;1;0.37;0.3;0.33;1700
2019/2020;Wed;1;7;2020;Inter Zapresic;Dinamo Zagreb;1202;1677;0;1;0.06;0.12;0.82;1464
2019/2020;Wed;1;7;2020;Osijek;Rijeka;1515;1497;1;0;0.47;0.3;0.23;3026
2019/2020;Sat;4;7;2020;Lok Zagreb;Inter Zapresic;1466;1201;3;1;0.7821782178217822;0.13861386138613863;0.07920792079207921;672
2019/2020;Sat;4;7;2020;Varazdin;Slaven Belupo;1250;1336;1;0;0.36;0.32;0.32;1789
2019/2020;Sat;4;7;2020;Istra 1961;HNK Gorica;1212;1417;2;2;0.24;0.26;0.5;742
2019/2020;Sun;5;7;2020;Hajduk;Osijek;1463;1520;0;1;0.37623762376237624;0.31683168316831684;0.3069306930693069;5816
2019/2020;Sun;5;7;2020;Rijeka;Dinamo Zagreb;1492;1679;2;0;0.25;0.28;0.47;2687
2019/2020;Fri;10;7;2020;HNK Gorica;Varazdin;1414;1258;0;1;0.66;0.21;0.13;953
