season;weekday;day;month;year;home_team;away_team;home_elo;away_elo;home_goals;away_goals;home_odds;draw_odds;away_odds;attendance
2021/2022;Sat;18;9;2021;Slaven Belupo;Istra 1961;1288;1225;1;1;0.48514851485148514;0.297029702970297;0.21782178217821782;487
2021/2022;Sat;18;9;2021;Sibenik;Lok Zagreb;1268;1330;2;1;0.36;0.3;0.34;540
2021/2022;Sun;19;9;2021;Osijek;HNK Gorica;1506;1413;3;2;0.52;0.28;0.2;1361
2021/2022;Sat;25;9;2021;Sibenik;Osijek;1277;1511;0;2;0.19;0.26;0.55;746
2021/2022;Sat;25;9;2021;Slaven Belupo;Dinamo Zagreb;1284;1627;1;4;0.1188118811881188;0.21782178217821782;0.6633663366336634;993
2021/2022;Sun;26;9;2021;Hajduk;Lok Zagreb;1458;1322;1;0;0.6;0.23;0.17;7657
2021/2022;Sun;26;9;2021;HNK Gorica;Rijeka;1409;1498;3;4;0.33;0.28;0.39;1000
2021/2022;Mon;27;9;2021;Dragovoljac;Istra 1961;1185;1228;0;1;0.36633663366336633;0.3069306930693069;0.32673267326732675;92
2021/2022;Fri;1;10;2021;Sibenik;HNK Gorica;1278;1409;1;2;0.28;0.28;0.44;466
2021/2022;Sat;2;10;2021;Lok Zagreb;Slaven Belupo;1326;1288;3;0;0.46;0.29;0.25;412
2021/2022;Sat;2;10;2021;Istra 1961;Rijeka;1244;1513;3;6;0.16;0.24;0.6;1274
2021/2022;Sun;3;10;2021;Dinamo Zagreb;Dragovoljac;1654;1184;8;0;0.89;0.08;0.03;1362
2021/2022;Sun;3;10;2021;Osijek;Hajduk;1524;1469;1;1;0.48;0.29;0.23;5118
2021/2022;Fri;15;10;2021;Dragovoljac;Lok Zagreb;1182;1336;2;2;0.27;0.26;0.47;83
2021/2022;Sat;16;10;2021;HNK Gorica;Istra 1961;1415;1238;1;1;0.67;0.2;0.13;386
2021/2022;Sat;16;10;2021;Rijeka;Dinamo Zagreb;1519;1655;3;3;0.27;0.28;0.45;6248
2021/2022;Sun;17;10;2021;Sibenik;Hajduk;1272;1472;2;0;0.21;0.27;0.52;1668
2021/2022;Sun;17;10;2021;Slaven Belupo;Osijek;1278;1521;0;2;0.18811881188118812;0.25742574257425743;0.5544554455445545;467
2021/2022;Wed;20;10;2021;Rijeka;Lok Zagreb;1521;1333;1;2;0.7;0.18;0.12;2361
2021/2022;Fri;22;10;2021;Sibenik;Slaven Belupo;1284;1268;1;1;0.43;0.31;0.26;300
2021/2022;Sat;23;10;2021;Osijek;Dragovoljac;1522;1180;1;0;0.8181818181818182;0.13131313131313133;0.050505050505050504;1311
2021/2022;Sat;23;10;2021;Hajduk;HNK Gorica;1451;1405;0;0;0.49;0.27;0.24;5406
2021/2022;Sun;24;10;2021;Dinamo Zagreb;Istra 1961;1640;1240;1;1;0.86;0.1;0.04;1300
2021/2022;Sun;24;10;2021;Lok Zagreb;Rijeka;1342;1502;0;2;0.27;0.24;0.49;571
2021/2022;Sat;30;10;2021;Dragovoljac;Sibenik;1179;1282;1;1;0.31;0.29;0.4;98
2021/2022;Sat;30;10;2021;HNK Gorica;Dinamo Zagreb;1408;1631;0;2;0.19801980198019803;0.24752475247524752;0.5544554455445545;1293
2021/2022;Sun;31;10;2021;Slaven Belupo;Hajduk;1270;1448;3;2;0.24;0.27;0.49;1613
2021/2022;Mon;1;11;2021;Istra 1961;Lok Zagreb;1249;1335;2;1;0.32;0.3;0.38;261
2021/2022;Fri;5;11;2021;Slaven Belupo;HNK Gorica;1285;1405;1;2;0.29;0.3;0.41;376
2021/2022;Sat;6;11;2021;Hajduk;Dragovoljac;1440;1183;2;0;0.75;0.17;0.08;3240
2021/2022;Sat;6;11;2021;Osijek;Istra 1961;1526;1261;3;0;0.73;0.18;0.09;1177
2021/2022;Sun;7;11;2021;Sibenik;Rijeka;1284;1513;0;1;0.19;0.24;0.57;557
2021/2022;Sun;7;11;2021;Lok Zagreb;Dinamo Zagreb;1329;1646;1;0;0.13;0.2;0.67;2027
2021/2022;Fri;19;11;2021;Dragovoljac;Slaven Belupo;1181;1278;1;2;0.31;0.29;0.4;86
2021/2022;Sat;20;11;2021;Istra 1961;Sibenik;1257;1280;3;4;0.4;0.3;0.3;372
2021/2022;Sat;20;11;2021;Dinamo Zagreb;Osijek;1632;1529;1;1;0.52;0.29;0.19;2501
2021/2022;Sun;21;11;2021;HNK Gorica;Lok Zagreb;1412;1343;2;2;0.52;0.27;0.21;350
2021/2022;Sun;21;11;2021;Rijeka;Hajduk;1517;1443;2;3;0.53;0.27;0.2;6578
2021/2022;Fri;26;11;2021;Hajduk;Istra 1961;1452;1246;4;0;0.7;0.19;0.11;4560
2021/2022;Fri;26;11;2021;Osijek;Lok Zagreb;1531;1344;3;1;0.6666666666666666;0.21212121212121213;0.12121212121212122;1083
2021/2022;Sat;27;11;2021;Dragovoljac;HNK Gorica;1171;1406;0;1;0.18;0.23;0.59;105
2021/2022;Sat;27;11;2021;Slaven Belupo;Rijeka;1283;1503;1;2;0.2;0.24;0.56;387
2021/2022;Sun;28;11;2021;Sibenik;Dinamo Zagreb;1286;1621;1;2;0.12;0.2;0.68;831
2021/2022;Sat;4;12;2021;Rijeka;Dragovoljac;1507;1167;4;1;0.84;0.11;0.05;0
2021/2022;Sat;4;12;2021;HNK Gorica;Osijek;1410;1535;1;1;0.28;0.3;0.42;673
2021/2022;Sun;5;12;2021;Lok Zagreb;Sibenik;1340;1284;1;1;0.49;0.28;0.23;339
2021/2022;Sun;5;12;2021;Dinamo Zagreb;Hajduk;1623;1457;0;2;0.64;0.22;0.14;9914
2021/2022;Mon;6;12;2021;Istra 1961;Slaven Belupo;1241;1279;1;2;0.37;0.31;0.32;374
2021/2022;Wed;8;12;2021;Rijeka;Osijek;1509;1533;0;0;0.39;0.29;0.32;3631
2021/2022;Fri;10;12;2021;Istra 1961;Dragovoljac;1240;1173;3;0;0.5;0.28;0.22;296
2021/2022;Sat;11;12;2021;Lok Zagreb;Hajduk;1345;1483;3;3;0.27;0.28;0.45;2776
2021/2022;Sat;11;12;2021;Rijeka;HNK Gorica;1516;1419;1;2;0.55;0.25;0.2;3082
2021/2022;Sun;12;12;2021;Osijek;Sibenik;1542;1295;3;1;0.72;0.2;0.08;1027
2021/2022;Sun;12;12;2021;Dinamo Zagreb;Slaven Belupo;1627;1295;3;0;0.8;0.14;0.06;2049
2021/2022;Wed;15;12;2021;Istra 1961;Dinamo Zagreb;1248;1629;0;2;0.09090909090909091;0.1717171717171717;0.7373737373737373;952
2021/2022;Fri;17;12;2021;Slaven Belupo;Lok Zagreb;1293;1347;2;1;0.37;0.29;0.34;556
2021/2022;Sat;18;12;2021;Rijeka;Istra 1961;1504;1246;1;0;0.76;0.16;0.08;3255
2021/2022;Sat;18;12;2021;HNK Gorica;Sibenik;1431;1292;2;3;0.6;0.23;0.17;387
2021/2022;Sun;19;12;2021;Dragovoljac;Dinamo Zagreb;1164;1632;0;2;0.0594059405940594;0.1188118811881188;0.8217821782178217;1060
2021/2022;Sun;19;12;2021;Hajduk;Osijek;1481;1545;0;0;0.34;0.33;0.33;30524
2021/2022;Fri;28;1;2022;Istra 1961;HNK Gorica;1244;1418;2;1;0.25;0.25;0.5;262
2021/2022;Sat;29;1;2022;Osijek;Slaven Belupo;1545;1301;1;2;0.72;0.2;0.08;2072
2021/2022;Sat;29;1;2022;Sibenik;Hajduk;1305;1481;1;3;0.24752475247524752;0.25742574257425743;0.49504950495049505;1156
2021/2022;Sun;30;1;2022;Lok Zagreb;Dragovoljac;1339;1163;2;1;0.6666666666666666;0.20202020202020202;0.13131313131313133;231
2021/2022;Sun;30;1;2022;Dinamo Zagreb;Rijeka;1633;1506;2;0;0.57;0.25;0.18;4174
2021/2022;Fri;4;2;2022;Slaven Belupo;Sibenik;1316;1298;1;1;0.43;0.31;0.26;1013
2021/2022;Sat;5;2;2022;Rijeka;Lok Zagreb;1501;1342;3;2;0.64;0.21;0.15;2855
2021/2022;Sat;5;2;2022;HNK Gorica;Hajduk;1407;1488;0;4;0.33;0.29;0.38;1600
2021/2022;Sun;6;2;2022;Dragovoljac;Osijek;1160;1530;1;3;0.1;0.18;0.72;300
2021/2022;Sun;6;2;2022;Istra 1961;Dinamo Zagreb;1255;1639;1;2;0.09090909090909091;0.1717171717171717;0.7373737373737373;1408
2021/2022;Fri;11;2;2022;Sibenik;Dragovoljac;1300;1157;0;5;0.6;0.23;0.17;522
2021/2022;Sat;12;2;2022;Lok Zagreb;Istra 1961;1339;1253;1;1;0.53;0.27;0.2;326
2021/2022;Sat;12;2;2022;Dinamo Zagreb;HNK Gorica;1640;1392;2;1;0.7373737373737373;0.18181818181818182;0.08080808080808081;2432
2021/2022;Sun;13;2;2022;Hajduk;Slaven Belupo;1503;1314;3;1;0.67;0.21;0.12;9759
2021/2022;Sun;13;2;2022;Osijek;Rijeka;1532;1504;1;0;0.43564356435643564;0.3069306930693069;0.25742574257425743;3406
2021/2022;Fri;18;2;2022;HNK Gorica;Slaven Belupo;1388;1308;0;3;0.52;0.27;0.21;285
2021/2022;Sat;19;2;2022;Dragovoljac;Hajduk;1184;1505;0;3;0.12;0.18;0.7;1650
2021/2022;Sat;19;2;2022;Istra 1961;Osijek;1255;1537;2;3;0.15;0.23;0.62;762
2021/2022;Sun;20;2;2022;Rijeka;Sibenik;1496;1269;4;2;0.73;0.17;0.1;3084
2021/2022;Sun;20;2;2022;Dinamo Zagreb;Lok Zagreb;1637;1333;0;0;0.7878787878787878;0.1414141414141414;0.0707070707070707;1886
2021/2022;Fri;25;2;2022;Slaven Belupo;Dragovoljac;1328;1180;1;0;0.6;0.23;0.17;753
2021/2022;Sat;26;2;2022;Lok Zagreb;HNK Gorica;1341;1368;2;0;0.3939393939393939;0.2828282828282828;0.32323232323232326;319
2021/2022;Sat;26;2;2022;Hajduk;Rijeka;1509;1499;1;3;0.44;0.28;0.28;11453
2021/2022;Sun;27;2;2022;Sibenik;Istra 1961;1266;1252;2;1;0.43;0.3;0.27;776
2021/2022;Sun;27;2;2022;Osijek;Dinamo Zagreb;1540;1629;1;0;0.30303030303030304;0.31313131313131315;0.3838383838383838;6676
2021/2022;Fri;4;3;2022;Lok Zagreb;Osijek;1351;1549;0;0;0.21;0.27;0.52;884
2021/2022;Sat;5;3;2022;Dinamo Zagreb;Sibenik;1620;1272;3;0;0.81;0.13;0.06;2421
2021/2022;Sat;5;3;2022;Rijeka;Slaven Belupo;1513;1331;3;0;0.67;0.2;0.13;3421
2021/2022;Sun;6;3;2022;HNK Gorica;Dragovoljac;1358;1176;4;0;0.6732673267326733;0.19801980198019803;0.12871287128712872;200
2021/2022;Sun;6;3;2022;Istra 1961;Hajduk;1245;1496;1;1;0.17;0.23;0.6;3981
2021/2022;Fri;11;3;2022;Sibenik;Lok Zagreb;1270;1355;1;4;0.32;0.29;0.39;405
2021/2022;Sat;12;3;2022;Slaven Belupo;Istra 1961;1326;1251;0;0;0.504950495049505;0.27722772277227725;0.21782178217821782;450
2021/2022;Sat;12;3;2022;Hajduk;Dinamo Zagreb;1491;1622;0;0;0.27;0.29;0.44;30129
2021/2022;Sun;13;3;2022;Dragovoljac;Rijeka;1170;1518;2;1;0.1;0.16;0.74;320
2021/2022;Sun;13;3;2022;Osijek;HNK Gorica;1545;1364;0;0;0.65;0.22;0.13;2856
2021/2022;Fri;18;3;2022;Dragovoljac;Istra 1961;1185;1254;0;0;0.34;0.3;0.36;200
2021/2022;Sat;19;3;2022;Hajduk;Lok Zagreb;1493;1368;4;0;0.57;0.24;0.19;11873
2021/2022;Sat;19;3;2022;HNK Gorica;Rijeka;1370;1504;1;0;0.27;0.26;0.47;1150
2021/2022;Sun;20;3;2022;Sibenik;Osijek;1258;1539;0;3;0.15;0.23;0.62;667
2021/2022;Sun;20;3;2022;Slaven Belupo;Dinamo Zagreb;1323;1620;0;1;0.14;0.23;0.63;3013
2021/2022;Sat;2;4;2022;Sibenik;HNK Gorica;1252;1380;0;1;0.27722772277227725;0.27722772277227725;0.44554455445544555;487
2021/2022;Sat;2;4;2022;Istra 1961;Rijeka;1254;1493;0;2;0.18;0.23;0.59;2170
2021/2022;Sun;3;4;2022;Dinamo Zagreb;Dragovoljac;1623;1185;2;0;0.87;0.1;0.03;2029
2021/2022;Sun;3;4;2022;Osijek;Hajduk;1544;1501;0;0;0.45454545454545453;0.30303030303030304;0.24242424242424243;7181
2021/2022;Mon;4;4;2022;Lok Zagreb;Slaven Belupo;1360;1320;3;1;0.46;0.29;0.25;389
2021/2022;Fri;8;4;2022;HNK Gorica;Istra 1961;1386;1248;1;1;0.58;0.24;0.18;1086
2021/2022;Sat;9;4;2022;Dragovoljac;Lok Zagreb;1184;1368;1;1;0.23;0.25;0.52;50
2021/2022;Sat;9;4;2022;Hajduk;Sibenik;1503;1246;2;1;0.75;0.17;0.08;8645
2021/2022;Sun;10;4;2022;Slaven Belupo;Osijek;1312;1542;0;1;0.18181818181818182;0.2727272727272727;0.5454545454545454;669
2021/2022;Sun;10;4;2022;Rijeka;Dinamo Zagreb;1499;1624;1;2;0.27722772277227725;0.297029702970297;0.42574257425742573;7364
2021/2022;Fri;15;4;2022;Dinamo Zagreb;Istra 1961;1630;1253;3;0;0.8217821782178217;0.12871287128712872;0.04950495049504951;2607
2021/2022;Fri;15;4;2022;Hajduk;HNK Gorica;1505;1381;1;0;0.57;0.24;0.19;11482
2021/2022;Sat;16;4;2022;Sibenik;Slaven Belupo;1244;1308;2;1;0.35;0.31;0.34;672
2021/2022;Sat;16;4;2022;Osijek;Dragovoljac;1546;1188;2;1;0.81;0.14;0.05;4371
2021/2022;Sat;16;4;2022;Lok Zagreb;Rijeka;1364;1492;2;1;0.28;0.27;0.45;885
2021/2022;Wed;20;4;2022;Hajduk;Dinamo Zagreb;1509;1632;1;0;0.28;0.31;0.41;30038
2021/2022;Fri;22;4;2022;Dragovoljac;Sibenik;1187;1252;3;1;0.35;0.3;0.35;174
2021/2022;Sat;23;4;2022;Istra 1961;Lok Zagreb;1252;1374;2;2;0.29;0.29;0.42;500
2021/2022;Sat;23;4;2022;Rijeka;Osijek;1482;1547;3;1;0.35;0.32;0.33;4516
2021/2022;Sun;24;4;2022;Slaven Belupo;Hajduk;1299;1519;0;0;0.2;0.26;0.54;3200
2021/2022;Sun;24;4;2022;HNK Gorica;Dinamo Zagreb;1377;1622;0;1;0.18;0.25;0.57;4500
2021/2022;Fri;29;4;2022;Hajduk;Dragovoljac;1515;1199;2;1;0.8080808080808081;0.13131313131313133;0.06060606060606061;9775
2021/2022;Sat;30;4;2022;Sibenik;Rijeka;1241;1494;3;5;0.17;0.21;0.62;778
2021/2022;Sat;30;4;2022;Slaven Belupo;HNK Gorica;1304;1373;2;1;0.34;0.32;0.34;505
2021/2022;Sun;1;5;2022;Osijek;Istra 1961;1535;1254;2;2;0.74;0.18;0.08;2668
2021/2022;Sun;1;5;2022;Lok Zagreb;Dinamo Zagreb;1372;1626;1;1;0.18;0.24;0.58;3857
2021/2022;Fri;6;5;2022;Dragovoljac;Slaven Belupo;1197;1312;1;1;0.29;0.3;0.41;250
2021/2022;Sat;7;5;2022;Istra 1961;Sibenik;1261;1236;1;2;0.45;0.29;0.26;684
2021/2022;Sat;7;5;2022;HNK Gorica;Lok Zagreb;1365;1378;3;3;0.42;0.28;0.3;723
2021/2022;Sun;8;5;2022;Rijeka;Hajduk;1499;1516;0;3;0.41;0.28;0.31;7485
2021/2022;Sun;8;5;2022;Dinamo Zagreb;Osijek;1620;1528;3;0;0.5;0.31;0.19;13901
2021/2022;Fri;13;5;2022;Dragovoljac;HNK Gorica;1199;1363;0;2;0.25252525252525254;0.25252525252525254;0.494949494949495;120
2021/2022;Sat;14;5;2022;Hajduk;Istra 1961;1532;1251;3;1;0.76;0.16;0.08;16056
2021/2022;Sat;14;5;2022;Slaven Belupo;Rijeka;1310;1483;2;2;0.24242424242424243;0.25252525252525254;0.5050505050505051;576
2021/2022;Sun;15;5;2022;Sibenik;Dinamo Zagreb;1246;1628;0;2;0.09;0.17;0.74;3522
2021/2022;Sun;15;5;2022;Osijek;Lok Zagreb;1520;1379;1;0;0.59;0.24;0.17;2638
2021/2022;Fri;20;5;2022;Lok Zagreb;Sibenik;1375;1243;2;1;0.6;0.22;0.18;710
2021/2022;Fri;20;5;2022;Istra 1961;Slaven Belupo;1248;1314;3;1;0.35;0.32;0.33;559
2021/2022;Sat;21;5;2022;Rijeka;Dragovoljac;1480;1191;1;0;0.8;0.13;0.07;2511
2021/2022;Sat;21;5;2022;HNK Gorica;Osijek;1371;1523;1;1;0.26;0.29;0.45;895
2021/2022;Sat;21;5;2022;Dinamo Zagreb;Hajduk;1631;1534;3;1;0.52;0.29;0.19;18353
